21595.834956896546,40027.52679085875,756.7921053634391
21595.834956896546,40032.17113439218,756.0666451570165
21595.834956896553,40027.069534212336,756.3321949144928
21595.834956896546,40019.42608646441,757.5528328569958
21595.834956896546,40023.74897982486,757.2807555489998
21595.834956896546,40022.98519674985,757.6337347105372
21595.834956896546,40028.8049419168,756.2914176078629
21595.834956896546,40026.053623666856,757.2908386231231
21595.834956896546,40017.33411730601,757.4984459362234
21595.834956896553,40021.35241643956,757.0202365629658
21595.834956896546,40024.592919230636,757.0593643014696
21595.834956896546,40022.549339570556,757.4976868901134
21595.834956896546,40023.6812623364,756.8899514111487
21595.834956896546,40030.34578953129,756.5911842694688
21595.834956896546,40016.936752567504,757.7928309245057
21595.834956896553,40012.211259684686,758.6186286704926
21595.834956896546,40022.99346148917,756.9525803687959
21595.834956896546,40030.43274751515,756.5436415373152
21595.834956896546,40028.49174180634,756.5881134527552
21595.834956896546,40028.82047329114,756.1832787490141
