epoch,loss,val_loss,train_time
0,0.06187046186759868,0.021179024920057448,2.098998546600342
1,0.02120627007887024,0.016229130135609542,1.2500288486480713
2,0.014274792295184349,0.010227700230273766,1.3429973125457764
3,0.008079118827218991,0.006633061571920837,1.3193745613098145
4,0.005952067398083313,0.005747938140156233,1.2630219459533691
5,0.0043468969917711915,0.0033214920991438152,1.2899985313415527
6,0.002781953160467613,0.00402189585405077,1.2009947299957275
7,0.0022516217564426746,0.0015339375631926908,1.3780009746551514
8,0.0012130145042294183,0.0013887708220762542,1.2809994220733643
9,0.0013038781628477427,0.0009278841953409506,1.3229749202728271
10,0.0009745716855324356,0.0008305010529745452,1.2430007457733154
11,0.0008570747126123545,0.0007314359047396167,1.3110017776489258
12,0.0008305216458070503,0.00079674490500589,1.2239995002746582
13,0.0007671829060175906,0.0022538489481889637,1.1689977645874023
14,0.001150253658667278,0.0008016734351355448,1.1640033721923828
15,0.000708018046720078,0.0006987028223757015,1.3980016708374023
16,0.0007067144338449332,0.0006399357139412422,1.3480029106140137
17,0.0008549246750950072,0.0007263958127143969,1.1679978370666504
18,0.0007349661527821228,0.0013891834236070652,1.160001277923584
19,0.0008356514800630197,0.0005830804276984802,1.2519993782043457
20,0.0006937407999767799,0.0005278718739538642,1.2600009441375732
21,0.0007176975416683771,0.0006219273389113133,1.2269995212554932
22,0.0006211701130368043,0.000710000888957628,1.1749980449676514
23,0.0007365593277354214,0.000607931073339546,1.1610016822814941
24,0.0005792751066906673,0.00045474814947129053,1.2770333290100098
25,0.0006236717037911781,0.0010634588675523826,1.1340012550354004
26,0.0007884823714394521,0.0005791349308041863,1.2550005912780762
27,0.0005783240219473974,0.00044672010018061826,1.271981954574585
28,0.0005161832130147255,0.0004228733570087239,1.2159998416900635
29,0.0005265060408454011,0.0005191241952575535,1.0860004425048828
30,0.0005916335471294977,0.0004113112759899439,1.1970093250274658
31,0.0005882315623242743,0.0005353042517404524,1.1690006256103516
32,0.0005538297666194021,0.0005952879146544364,1.1259989738464355
33,0.0005109857173056037,0.000509009162557062,1.0850000381469727
34,0.0006071701924646911,0.00043675373497215097,1.101003646850586
35,0.0004752454658757439,0.00036249350327976815,1.2129974365234375
36,0.00044720004373684127,0.0003669839321680449,1.1319999694824219
37,0.00045757967862745756,0.00042700097906410797,1.165001392364502
38,0.0005151650288060351,0.0003547818863805953,1.2040026187896729
39,0.0004443024634272323,0.00033517595805332434,1.3310093879699707
40,0.0004826500717693865,0.0003740620737108116,1.0879971981048584
41,0.00043937546369885887,0.0004969272115170688,1.1149983406066895
42,0.0005286837865448919,0.0004077870870558901,1.1920008659362793
43,0.00043017509011427084,0.0003615811212284562,1.0970020294189453
44,0.0004926485838199366,0.00042023306519876593,1.097998857498169
45,0.00043861855128174556,0.0005143579847782609,1.1030023097991943
46,0.0005168707535860804,0.00039079092918632946,1.097999095916748
47,0.000457377634661176,0.00035029012687733075,1.0889999866485596
48,0.0005011568861514024,0.00033160767034111653,1.205000877380371
49,0.000417491081345472,0.00032263734191224447,1.2240006923675537
50,0.0004232243235653932,0.00035246509032352014,1.1679985523223877
51,0.0005498487839228643,0.0004343922762038361,1.1430010795593262
52,0.0004988859122575405,0.00033867195421135915,1.088998794555664
53,0.00040510784202241065,0.0004573786930830746,1.1030001640319824
54,0.0004262398021009859,0.00030722574219307273,1.184002161026001
55,0.0004179278654838782,0.00035461645643118883,1.1050002574920654
56,0.000441597643824531,0.00034795240462657287,1.1767158508300781
57,0.00041535202367943544,0.0003328153077846982,1.0848066806793213
58,0.0003928936410576896,0.00030089950057200933,1.2137725353240967
59,0.00039087159289349845,0.0003562083406193637,1.0819990634918213
60,0.0004241131394113241,0.0004207206657830829,1.0819993019104004
61,0.0004411351369083084,0.00032086379677413393,1.1420016288757324
62,0.0003930913256819629,0.00032537267196018074,1.1609985828399658
63,0.0004129425054246891,0.0003346466440920581,1.0909991264343262
64,0.0004139053004808959,0.0003195628440528266,1.0790009498596191
65,0.00039297980559103003,0.0004710749256816344,1.0810043811798096
66,0.0004423736358336556,0.0003116079507304435,1.0870001316070557
67,0.00040519710619716656,0.00034774522673309513,1.0819995403289795
68,0.0004036994069996317,0.0006822589471227212,1.0760014057159424
69,0.0004780605256407883,0.00029703947602957917,1.2640013694763184
70,0.0004370877628097129,0.00031579918151738626,1.1120131015777588
71,0.00038603718327331654,0.0002907375407608621,1.2760050296783447
72,0.00041426178495298154,0.0003356799848328063,1.1019985675811768
73,0.00041018617151342477,0.0003087266483468242,1.0882046222686768
74,0.00039141795999302845,0.00033377588682469123,1.0969963073730469
75,0.00040824150962752415,0.00029927719421393365,1.087998628616333
76,0.00039862511303573203,0.00033326464930985247,1.1470005512237549
77,0.00041852951121924316,0.0004427067624261497,1.153001308441162
78,0.000426828020397417,0.0003565352276598372,1.1050004959106445
79,0.00038918241547744717,0.0003090409102265832,1.0890007019042969
80,0.0004082168468023093,0.0003600885501014865,1.0990018844604492
81,0.00044246613192478867,0.000320502774549005,1.1020007133483887
82,0.0004051998491914512,0.0002977623253036075,1.089000940322876
83,0.00038011393836569435,0.000298984203254804,1.096999168395996
84,0.00038889236993069117,0.0002876211743939966,1.2080330848693848
85,0.00038018542232595557,0.00028260588628533463,1.2910008430480957
86,0.0003894191250551392,0.00039265197591811877,1.1639997959136963
87,0.0004039794658702472,0.0003221960693987913,1.1210014820098877
88,0.0003935954221666757,0.0004759364302630557,1.110001564025879
89,0.0004127787201408026,0.00027651251338234523,1.1660008430480957
90,0.0003802465935136204,0.0003049108886059054,1.1010005474090576
91,0.0003781167015786787,0.000332511722525422,1.1870121955871582
92,0.00036280469279549306,0.0002811132674388747,1.095000982284546
93,0.0003633411461732263,0.00028408333040133923,1.0870003700256348
94,0.000367324790228639,0.00028372618694453005,1.106999397277832
95,0.00037191370213858385,0.0004540341125201188,1.1040005683898926
96,0.0004273999481169012,0.00026897456521100365,1.2150042057037354
97,0.00040867595688972344,0.00046055596715717783,1.1150059700012207
98,0.00042819955621500557,0.0003223108445865621,1.1830012798309326
